,Tweet,Affect Dimension,emojis,Emoji Sentiment,puretext,c_emojis,stweets
59952,dont upset  😢 ,2,😢,-1.0,dont upset   ,😢,dont upset   😢  
59960,past test exam  😥 ,2,😥,-0.5,past test exam   ,😥,past test exam   😥  
59964,i want digital art bad dad wont let use till  😂 ,2,😂,1.0,i want digital art bad dad wont let use till   ,😂,i want digital art bad dad wont let use till   😂  
59965,wow i hope win  😭  thanks  😊 ,2,😭 😊,-0.25,wow i hope win    thanks   ,😭 😊,wow i hope win   😭   thanks   😊  
59967,she mad hung  😂 ,2,😂,1.0,she mad hung   ,😂,she mad hung   😂  
59972,like i set car long gone  😭 ,2,😭,-1.0,like i set car long gone   ,😭,like i set car long gone   😭  
59981,if going nurse learn nice patient person  🙃 ,2,🙃,0.5,if going nurse learn nice patient person   ,,if going nurse learn nice patient person   🙃  
59982,work going kill oclock near  😟 ,2,😟,-1.0,work going kill oclock near   ,,work going kill oclock near   😟  
59985,dreadful  👀 ,2,👀,0.0,dreadful   ,,dreadful   👀  
60008,working hard social feel amazing  💕 ,2,💕,0.0,working hard social feel amazing   ,💕,working hard social feel amazing   💕  
60014,bastard  😡 ,2,😡,-1.0,bastard   ,😡,bastard   😡  
60023,ass  😤 ,2,😤,-1.0,ass   ,😤,ass   😤  
60027,just couple new found glory great start birthday weekend  👊 ,2,👊,0.0,just couple new found glory great start birthday weekend   ,,just couple new found glory great start birthday weekend   👊  
60029, 😭 ,2,😭,-1.0,  ,😭,  😭  
60030,what miserable ass weather  😭  dark gloomy depressing,2,😭,-1.0,what miserable ass weather    dark gloomy depressing,😭,what miserable ass weather   😭   dark gloomy depressing
60035,everything i order comes looking like piece  😤 ,2,😤,-1.0,everything i order comes looking like piece   ,😤,everything i order comes looking like piece   😤  
60036,cant drink day u dont start morning drake  😛 ,2,😛,0.5,cant drink day u dont start morning drake   ,😛,cant drink day u dont start morning drake   😛  
60050,really dont want home  😢   😢   😢   😢   😢   😢   😢  crying miserable,2,😢 😢 😢 😢 😢 😢 😢,-1.0,really dont want home                      crying miserable,😢 😢 😢 😢 😢 😢 😢,really dont want home   😢     😢     😢     😢     😢     😢     😢   crying miserable
60061,damn tired hell i day week  😭  i bad good,2,😭,-1.0,damn tired hell i day week    i bad good,😭,damn tired hell i day week   😭   i bad good
60066, 😂  snowflake random funny man dull moment brilliant,2,😂,1.0,   snowflake random funny man dull moment brilliant,😂,  😂   snowflake random funny man dull moment brilliant
60067,good morning happy i hope terrific day enjoy  😃 ,2,😃,1.0,good morning happy i hope terrific day enjoy   ,😃,good morning happy i hope terrific day enjoy   😃  
60073,the sound rain pretty peaceful mood  😅 ,2,😅,1.0,the sound rain pretty peaceful mood   ,😅,the sound rain pretty peaceful mood   😅  
60074,half hour  😤 ,2,😤,-1.0,half hour   ,😤,half hour   😤  
60078,i thought i i miss  😥 ,2,😥,-0.5,i thought i i miss   ,😥,i thought i i miss   😥  
60079,imagine crying right getting  😭  meanwhile dont chance war  😭 ,2,😭 😭,-1.0,imagine crying right getting    meanwhile dont chance war   ,😭 😭,imagine crying right getting   😭   meanwhile dont chance war   😭  
60081,moron driving oversize truck big flag bed forth country music  😐  disappointment,2,😐,0.0,moron driving oversize truck big flag bed forth country music    disappointment,😐,moron driving oversize truck big flag bed forth country music   😐   disappointment
60095,last making lose heartbreaking channel size nearly soon  😀 ,2,😀,1.0,last making lose heartbreaking channel size nearly soon   ,😀,last making lose heartbreaking channel size nearly soon   😀  
60096,governor bum love communist  😂  crying,2,😂,1.0,governor bum love communist    crying,😂,governor bum love communist   😂   crying
60108,did men shy mean so i reassure making sure good investment  🙄 ,2,🙄,-0.5,did men shy mean so i reassure making sure good investment   ,,did men shy mean so i reassure making sure good investment   🙄  
60124,lighter total man the rate jubilee losing  😟 ,2,😟,-1.0,lighter total man the rate jubilee losing   ,,lighter total man the rate jubilee losing   😟  
60125,still sad channel  😢 ,2,😢,-1.0,still sad channel   ,😢,still sad channel   😢  
60131,not sadly  😪 ,2,😪,-0.5,not sadly   ,😪,not sadly   😪  
60134,annoy  😂 ,2,😂,1.0,annoy   ,😂,annoy   😂  
60135,migraine worst thing  😣  burst,2,😣,-1.0,migraine worst thing    burst,,migraine worst thing   😣   burst
60139,being work sober  🤦🏽‍♂️  i,2,🤦 🏽 ♂,0.0,being work sober  ‍️  i,,being work sober   🤦  🏽 ‍ ♂ ️  i
60144,oh  🙁 ,2,🙁,-0.5,oh   ,,oh   🙁  
60154,listen golden brown giving life hell dark  😓 ,2,😓,-0.5,listen golden brown giving life hell dark   ,😓,listen golden brown giving life hell dark   😓  
60157,time seeing today cancel meet greet storm were soaked  😡 ,2,😡,-1.0,time seeing today cancel meet greet storm were soaked   ,😡,time seeing today cancel meet greet storm were soaked   😡  
60173,wrapped in this burrito sweat this all out  😰 ,2,😰,-1.0,wrapped in this burrito sweat this all out   ,😰,wrapped in this burrito sweat this all out   😰  
60174,i think ill eternally lit teacher  😂 ,2,😂,1.0,i think ill eternally lit teacher   ,😂,i think ill eternally lit teacher   😂  
60186,what miserable piece  😡 ,2,😡,-1.0,what miserable piece   ,😡,what miserable piece   😡  
60187,my world  😭 ,2,😭,-1.0,my world   ,😭,my world   😭  
60191,the way twitter work little alarming  🤦🏾‍♀️ ,2,🤦 🏾 ♀,0.0,the way twitter work little alarming  ‍️ ,,the way twitter work little alarming   🤦  🏾 ‍ ♀ ️ 
60200,man i feel like crap today  😰 ,2,😰,-1.0,man i feel like crap today   ,😰,man i feel like crap today   😰  
60218,i woke hardly believing night  😰 ,2,😰,-1.0,i woke hardly believing night   ,😰,i woke hardly believing night   😰  
60220,i temper chill dear dont i worry u sorry  😫 ,2,😫,-1.0,i temper chill dear dont i worry u sorry   ,😫,i temper chill dear dont i worry u sorry   😫  
60226, 😉  dull,2,😉,0.125,   dull,😉,  😉   dull
60231,the disappointment actually new club sponsor  😂 ,2,😂,1.0,the disappointment actually new club sponsor   ,😂,the disappointment actually new club sponsor   😂  
60232,dirty chai tea spot gloomy morning  😊 ,2,😊,0.5,dirty chai tea spot gloomy morning   ,😊,dirty chai tea spot gloomy morning   😊  
60233,u literally word close  😰 ,2,😰,-1.0,u literally word close   ,😰,u literally word close   😰  
60234,stupidity cultural identity  😠 ,2,😠,-1.0,stupidity cultural identity   ,😠,stupidity cultural identity   😠  
60237,miserable work  😅 ,2,😅,1.0,miserable work   ,😅,miserable work   😅  
60239,i came damn boy stayed great actual job  👍🏾 ,2,👍 🏾,0.0,i came damn boy stayed great actual job   ,,i came damn boy stayed great actual job   👍  🏾  
60242,twitter days massive critical debate people dont like annoying depressing dull  😑 ,2,😑,0.0,twitter days massive critical debate people dont like annoying depressing dull   ,😑,twitter days massive critical debate people dont like annoying depressing dull   😑  
60243,lost  😢  plus tired sick cold day paradise upset unwell,2,😢,-0.3333333333333333,lost    plus tired sick cold day paradise upset unwell,😢,lost   😢   plus tired sick cold day paradise upset unwell
60252,wed fuming  😡 ,3,😡,-1.0,wed fuming   ,😡,wed fuming   😡  
60255,sext horny ass naughty pussy  😩  horny snap,3,😩,-1.0,sext horny ass naughty pussy    horny snap,😩,sext horny ass naughty pussy   😩   horny snap
60265,sorry i annoy real passionate ruby want love  😭 ,3,😭,-1.0,sorry i annoy real passionate ruby want love   ,😭,sorry i annoy real passionate ruby want love   😭  
60268,worst  😥 ,3,😥,-0.5,worst   ,😥,worst   😥  
60273,head hurting  😤 ,3,😤,-1.0,head hurting   ,😤,head hurting   😤  
60276,did men shy mean so i reassure making sure good investment  🙄 ,3,🙄,-0.5,did men shy mean so i reassure making sure good investment   ,,did men shy mean so i reassure making sure good investment   🙄  
60282,i got discover prime day deal regular price  😡 ,3,😡,-1.0,i got discover prime day deal regular price   ,😡,i got discover prime day deal regular price   😡  
60284,actually  😂 ,3,😂,1.0,actually   ,😂,actually   😂  
60294,not sadly  😪 ,3,😪,-0.5,not sadly   ,😪,not sadly   😪  
60301,the disappointment actually new club sponsor  😂 ,3,😂,1.0,the disappointment actually new club sponsor   ,😂,the disappointment actually new club sponsor   😂  
60303,getting  😠 ,3,😠,-1.0,getting   ,😠,getting   😠  
60305,i literally love  😂 ,3,😂,1.0,i literally love   ,😂,i literally love   😂  
60306,dont waste time crap  😂   😂   😂  fro  😂   😂   😂 ,3,😂 😂 😂 😂 😂 😂,1.0,dont waste time crap          fro         ,😂 😂 😂 😂 😂 😂,dont waste time crap   😂     😂     😂   fro   😂     😂     😂  
60320,she mad hung  😂 ,3,😂,1.0,she mad hung   ,😂,she mad hung   😂  
60324,unhappy unfulfilled  😂 ,3,😂,1.0,unhappy unfulfilled   ,😂,unhappy unfulfilled   😂  
60328,everybody  😂  tell got huff mad,3,😂,1.0,everybody    tell got huff mad,😂,everybody   😂   tell got huff mad
60333,annoy everything  🙃 ,3,🙃,0.5,annoy everything   ,,annoy everything   🙃  
60345,man i feel like crap today  😰 ,3,😰,-1.0,man i feel like crap today   ,😰,man i feel like crap today   😰  
60354,i think ill eternally lit teacher  😂 ,3,😂,1.0,i think ill eternally lit teacher   ,😂,i think ill eternally lit teacher   😂  
60357,time seeing today cancel meet greet storm were soaked  😡 ,3,😡,-1.0,time seeing today cancel meet greet storm were soaked   ,😡,time seeing today cancel meet greet storm were soaked   😡  
60361,i temper chill dear dont i worry u sorry  😫 ,3,😫,-1.0,i temper chill dear dont i worry u sorry   ,😫,i temper chill dear dont i worry u sorry   😫  
60368,cant handle rude people doesnt matter job consultant treat people like  😡 ,3,😡,-1.0,cant handle rude people doesnt matter job consultant treat people like   ,😡,cant handle rude people doesnt matter job consultant treat people like   😡  
60376,my world  😭 ,3,😭,-1.0,my world   ,😭,my world   😭  
60390,dont tease like  😤 ,3,😤,-1.0,dont tease like   ,😤,dont tease like   😤  
60393,i woke hardly believing night  😰 ,3,😰,-1.0,i woke hardly believing night   ,😰,i woke hardly believing night   😰  
60395,tweet grammatical error  😱 ,3,😱,-1.0,tweet grammatical error   ,😱,tweet grammatical error   😱  
60400,wrapped in this burrito sweat this all out  😰 ,3,😰,-1.0,wrapped in this burrito sweat this all out   ,😰,wrapped in this burrito sweat this all out   😰  
60404,good morning no crap today  😃  toddler cuddly,3,😃,1.0,good morning no crap today    toddler cuddly,😃,good morning no crap today   😃   toddler cuddly
60411, 😐 ,3,😐,0.0,  ,😐,  😐  
60418,annoy  😂 ,3,😂,1.0,annoy   ,😂,annoy   😂  
60420,u literally word close  😰 ,3,😰,-1.0,u literally word close   ,😰,u literally word close   😰  
60424,imagine crying right getting  😭  meanwhile dont chance war  😭 ,3,😭 😭,-1.0,imagine crying right getting    meanwhile dont chance war   ,😭 😭,imagine crying right getting   😭   meanwhile dont chance war   😭  
60432,half hour  😤 ,3,😤,-1.0,half hour   ,😤,half hour   😤  
60436,like i set car long gone  😭 ,3,😭,-1.0,like i set car long gone   ,😭,like i set car long gone   😭  
60437,i dont know  😄 ,3,😄,1.0,i dont know   ,😄,i dont know   😄  
60441,ass  😤 ,3,😤,-1.0,ass   ,😤,ass   😤  
60444,the way twitter work little alarming  🤦🏾‍♀️ ,3,🤦 🏾 ♀,0.0,the way twitter work little alarming  ‍️ ,,the way twitter work little alarming   🤦  🏾 ‍ ♀ ️ 
60450,i havent lost weight i appear smaller  🙄 ,3,🙄,-0.5,i havent lost weight i appear smaller   ,,i havent lost weight i appear smaller   🙄  
60453, 😭 ,3,😭,-1.0,  ,😭,  😭  
60455,revenge marathon begun  ⚡ ,3,⚡,0.0,revenge marathon begun   ,,revenge marathon begun   ⚡  
60464,i didnt ask for this either it just  😤 ,3,😤,-1.0,i didnt ask for this either it just   ,😤,i didnt ask for this either it just   😤  
60466,governor bum love communist  😂  crying,3,😂,1.0,governor bum love communist    crying,😂,governor bum love communist   😂   crying
60469,moron driving oversize truck big flag bed forth country music  😐  disappointment,3,😐,0.0,moron driving oversize truck big flag bed forth country music    disappointment,😐,moron driving oversize truck big flag bed forth country music   😐   disappointment
60472,the sound rain pretty peaceful mood  😅 ,3,😅,1.0,the sound rain pretty peaceful mood   ,😅,the sound rain pretty peaceful mood   😅  
60485,i thought yer mad  😂 ,3,😂,1.0,i thought yer mad   ,😂,i thought yer mad   😂  
60492,good morning happy i hope terrific day enjoy  😃 ,3,😃,1.0,good morning happy i hope terrific day enjoy   ,😃,good morning happy i hope terrific day enjoy   😃  
60508,seriously smack face  😵 ,3,😵,-1.0,seriously smack face   ,,seriously smack face   😵  
60509,just couple new found glory great start birthday weekend  👊 ,3,👊,0.0,just couple new found glory great start birthday weekend   ,,just couple new found glory great start birthday weekend   👊  
60516,stupidity cultural identity  😠 ,3,😠,-1.0,stupidity cultural identity   ,😠,stupidity cultural identity   😠  
60520,sir need umbrella today evening sun pave way  😟 ,3,😟,-1.0,sir need umbrella today evening sun pave way   ,,sir need umbrella today evening sun pave way   😟  
60521,why bad thats theyre moody theyre built anger regret  😂 ,3,😂,1.0,why bad thats theyre moody theyre built anger regret   ,😂,why bad thats theyre moody theyre built anger regret   😂  
